Ship Mode,Segment,Country,City,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,Profit Margin,Discounted Price,Order Date,Month_Year,Month-Year
Standard Class,Consumer,United States,San Francisco,California,94110,West,Office Supplies,Art,14.88,2,0.0,3.72,0.25,14.88,2022-08-27 20:52:20.978348032,2022-08,2022-08
Standard Class,Consumer,United States,San Francisco,California,94110,West,Technology,Accessories,45.48,4,0.0,15.918,0.35,45.48,2022-08-28 01:15:46.912590208,2022-08,2022-08
Standard Class,Consumer,United States,San Francisco,California,94110,West,Office Supplies,Art,25.44,6,0.0,9.9216,0.39,25.44,2022-08-28 05:39:12.846832384,2022-08,2022-08
Standard Class,Corporate,United States,New York City,New York,10024,East,Office Supplies,Binders,146.688,8,0.2,45.84,0.31,117.35,2022-08-28 10:02:38.781074560,2022-08,2022-08
Standard Class,Consumer,United States,Dallas,Texas,75220,Central,Office Supplies,Labels,4.928,2,0.2,1.7248,0.35,3.94,2022-08-28 14:26:04.715316768,2022-08,2022-08
Standard Class,Consumer,United States,Dallas,Texas,75220,Central,Office Supplies,Art,63.488,4,0.2,4.7616,0.08,50.79,2022-08-28 18:49:30.649558944,2022-08,2022-08
Same Day,Corporate,United States,Detroit,Michigan,48234,Central,Office Supplies,Storage,418.32,7,0.0,117.1296,0.28,418.32,2022-08-28 23:12:56.583801120,2022-08,2022-08
Same Day,Corporate,United States,Detroit,Michigan,48234,Central,Office Supplies,Appliances,123.858,2,0.1,46.7908,0.38,111.47,2022-08-29 03:36:22.518043296,2022-08,2022-08
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Technology,Phones,118.782,3,0.4,-27.7158,-0.23,71.27,2022-08-29 07:59:48.452285472,2022-08,2022-08
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Supplies,769.184,4,0.2,-163.4516,-0.21,615.35,2022-08-29 12:23:14.386527648,2022-08,2022-08
Standard Class,Consumer,United States,Carrollton,Texas,75007,Central,Technology,Accessories,47.904,1,0.2,-2.994,-0.06,38.32,2022-08-29 16:46:40.320769856,2022-08,2022-08
Standard Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Paper,13.36,2,0.0,6.4128,0.48,13.36,2022-08-29 21:10:06.255012032,2022-08,2022-08
Standard Class,Corporate,United States,New York City,New York,10009,East,Furniture,Chairs,163.764,2,0.1,25.4744,0.16,147.39,2022-08-30 01:33:32.189254208,2022-08,2022-08
Standard Class,Corporate,United States,New York City,New York,10009,East,Furniture,Furnishings,183.92,4,0.0,31.2664,0.17,183.92,2022-08-30 05:56:58.123496384,2022-08,2022-08
Standard Class,Consumer,United States,Houston,Texas,77041,Central,Furniture,Furnishings,11.376,3,0.6,-5.688,-0.5,4.55,2022-08-30 10:20:24.057738560,2022-08,2022-08
Standard Class,Consumer,United States,Houston,Texas,77041,Central,Furniture,Furnishings,66.112,4,0.6,-84.2928,-1.28,26.44,2022-08-30 14:43:49.991980736,2022-08,2022-08
Standard Class,Consumer,United States,Los Angeles,California,90036,West,Office Supplies,Paper,211.04,8,0.0,97.0784,0.46,211.04,2022-08-30 19:07:15.926222944,2022-08,2022-08
Standard Class,Consumer,United States,Los Angeles,California,90036,West,Furniture,Chairs,594.816,2,0.2,59.4816,0.1,475.85,2022-08-30 23:30:41.860465120,2022-08,2022-08
Standard Class,Consumer,United States,Los Angeles,California,90036,West,Office Supplies,Binders,72.96,3,0.2,23.712,0.32,58.37,2022-08-31 03:54:07.794707296,2022-08,2022-08
First Class,Consumer,United States,Edmonds,Washington,98026,West,Furniture,Furnishings,80.96,4,0.0,34.8128,0.43,80.96,2022-08-31 08:17:33.728949472,2022-08,2022-08
First Class,Consumer,United States,Edmonds,Washington,98026,West,Technology,Phones,455.712,2,0.2,34.1784,0.08,364.57,2022-08-31 12:40:59.663191648,2022-08,2022-08
First Class,Consumer,United States,Edmonds,Washington,98026,West,Office Supplies,Art,25.98,1,0.0,7.2744,0.28,25.98,2022-08-31 17:04:25.597433824,2022-08,2022-08
First Class,Consumer,United States,San Francisco,California,94110,West,Office Supplies,Appliances,45.28,4,0.0,15.3952,0.34,45.28,2022-08-31 21:27:51.531676032,2022-08,2022-08
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Envelopes,15.56,2,0.0,7.3132,0.47,15.56,2022-09-01 01:51:17.465918208,2022-09,2022-09
Standard Class,Corporate,United States,Springfield,Oregon,97477,West,Technology,Phones,859.2,3,0.2,75.18,0.09,687.36,2022-09-01 06:14:43.400160384,2022-09,2022-09
Second Class,Consumer,United States,Georgetown,Kentucky,40324,South,Office Supplies,Appliances,195.68,4,0.0,50.8768,0.26,195.68,2022-09-01 10:38:09.334402560,2022-09,2022-09
Second Class,Consumer,United States,Georgetown,Kentucky,40324,South,Office Supplies,Fasteners,14.2,4,0.0,6.674,0.47,14.2,2022-09-01 15:01:35.268644736,2022-09,2022-09
First Class,Consumer,United States,Coral Springs,Florida,33065,South,Furniture,Bookcases,314.352,3,0.2,-15.7176,-0.05,251.48,2022-09-01 19:25:01.202886912,2022-09,2022-09
First Class,Consumer,United States,Coral Springs,Florida,33065,South,Office Supplies,Labels,4.608,2,0.2,1.4976,0.32,3.69,2022-09-01 23:48:27.137129120,2022-09,2022-09
Standard Class,Corporate,United States,San Francisco,California,94110,West,Office Supplies,Fasteners,17.9,5,0.0,8.771,0.49,17.9,2022-09-02 04:11:53.071371296,2022-09,2022-09
Second Class,Corporate,United States,San Francisco,California,94110,West,Office Supplies,Binders,2.992,1,0.2,1.122,0.38,2.39,2022-09-02 08:35:19.005613472,2022-09,2022-09
Second Class,Corporate,United States,San Francisco,California,94110,West,Office Supplies,Binders,20.064,6,0.2,7.0224,0.35,16.05,2022-09-02 12:58:44.939855648,2022-09,2022-09
Second Class,Corporate,United States,San Francisco,California,94110,West,Office Supplies,Paper,146.73,3,0.0,68.9631,0.47,146.73,2022-09-02 17:22:10.874097824,2022-09,2022-09
Second Class,Corporate,United States,San Francisco,California,94110,West,Office Supplies,Labels,18.75,5,0.0,9.0,0.48,18.75,2022-09-02 21:45:36.808340000,2022-09,2022-09
Second Class,Corporate,United States,San Francisco,California,94110,West,Technology,Phones,117.576,3,0.2,11.7576,0.1,94.06,2022-09-03 02:09:02.742582176,2022-09,2022-09
Standard Class,Home Office,United States,Riverside,California,92503,West,Office Supplies,Binders,51.184,7,0.2,19.194,0.38,40.95,2022-09-03 06:32:28.676824384,2022-09,2022-09
First Class,Home Office,United States,Troy,Ohio,45373,East,Furniture,Tables,455.97,5,0.4,-106.393,-0.23,273.58,2022-09-03 10:55:54.611066560,2022-09,2022-09
First Class,Home Office,United States,Troy,Ohio,45373,East,Office Supplies,Binders,5.715,5,0.7,-4.7625,-0.83,1.71,2022-09-03 15:19:20.545308736,2022-09,2022-09
First Class,Home Office,United States,Troy,Ohio,45373,East,Technology,Phones,57.594,1,0.4,-11.5188,-0.2,34.56,2022-09-03 19:42:46.479550912,2022-09,2022-09
First Class,Home Office,United States,Troy,Ohio,45373,East,Furniture,Furnishings,30.144,2,0.2,8.2896,0.28,24.12,2022-09-04 00:06:12.413793088,2022-09,2022-09
First Class,Home Office,United States,Troy,Ohio,45373,East,Furniture,Chairs,899.43,5,0.3,-12.849,-0.01,629.6,2022-09-04 04:29:38.348035264,2022-09,2022-09
Standard Class,Consumer,United States,Moreno Valley,California,92553,West,Furniture,Furnishings,842.72,8,0.0,202.2528,0.24,842.72,2022-09-04 08:53:04.282277472,2022-09,2022-09
Standard Class,Consumer,United States,Moreno Valley,California,92553,West,Furniture,Furnishings,41.96,2,0.0,10.9096,0.26,41.96,2022-09-04 13:16:30.216519648,2022-09,2022-09
Standard Class,Corporate,United States,Seattle,Washington,98115,West,Office Supplies,Binders,13.216,4,0.2,4.4604,0.34,10.57,2022-09-04 17:39:56.150761824,2022-09,2022-09
Standard Class,Corporate,United States,Seattle,Washington,98115,West,Furniture,Chairs,184.752,3,0.2,-20.7846,-0.11,147.8,2022-09-04 22:03:22.085004000,2022-09,2022-09
First Class,Consumer,United States,Chicago,Illinois,60623,Central,Furniture,Chairs,520.464,2,0.3,-14.8704,-0.03,364.32,2022-09-05 02:26:48.019246176,2022-09,2022-09
First Class,Consumer,United States,Chicago,Illinois,60623,Central,Office Supplies,Paper,11.424,3,0.2,3.7128,0.32,9.14,2022-09-05 06:50:13.953488352,2022-09,2022-09
Standard Class,Home Office,United States,Jackson,Michigan,49201,Central,Office Supplies,Paper,19.44,3,0.0,9.3312,0.48,19.44,2022-09-05 11:13:39.887730560,2022-09,2022-09
Standard Class,Home Office,United States,Jackson,Michigan,49201,Central,Office Supplies,Art,3.64,2,0.0,1.0192,0.28,3.64,2022-09-05 15:37:05.821972736,2022-09,2022-09
Standard Class,Home Office,United States,Jackson,Michigan,49201,Central,Office Supplies,Paper,18.54,2,0.0,8.7138,0.47,18.54,2022-09-05 20:00:31.756214912,2022-09,2022-09
Second Class,Corporate,United States,New York City,New York,10024,East,Office Supplies,Binders,43.12,5,0.2,15.092,0.35,34.5,2022-09-06 00:23:57.690457088,2022-09,2022-09
Second Class,Corporate,United States,New York City,New York,10024,East,Furniture,Tables,313.722,3,0.4,-99.3453,-0.32,188.23,2022-09-06 04:47:23.624699264,2022-09,2022-09
Second Class,Corporate,United States,New York City,New York,10024,East,Furniture,Furnishings,45.98,1,0.0,7.8166,0.17,45.98,2022-09-06 09:10:49.558941440,2022-09,2022-09
Second Class,Corporate,United States,New York City,New York,10024,East,Office Supplies,Storage,428.68,7,0.0,0.0,0.0,428.68,2022-09-06 13:34:15.493183648,2022-09,2022-09
Standard Class,Home Office,United States,Seattle,Washington,98105,West,Office Supplies,Binders,30.576,6,0.2,10.3194,0.34,24.46,2022-09-06 17:57:41.427425824,2022-09,2022-09
Standard Class,Home Office,United States,Seattle,Washington,98105,West,Office Supplies,Fasteners,13.02,7,0.0,0.3906,0.03,13.02,2022-09-06 22:21:07.361668000,2022-09,2022-09
Standard Class,Home Office,United States,Seattle,Washington,98105,West,Office Supplies,Storage,359.32,4,0.0,7.1864,0.02,359.32,2022-09-07 02:44:33.295910176,2022-09,2022-09
First Class,Consumer,United States,Saint Charles,Missouri,63301,Central,Office Supplies,Paper,11.56,2,0.0,5.6644,0.49,11.56,2022-09-07 07:07:59.230152352,2022-09,2022-09
Standard Class,Consumer,United States,Long Beach,New York,11561,East,Office Supplies,Binders,68.48,2,0.2,25.68,0.38,54.78,2022-09-07 11:31:25.164394528,2022-09,2022-09
Standard Class,Consumer,United States,Long Beach,New York,11561,East,Office Supplies,Storage,1676.88,6,0.0,83.844,0.05,1676.88,2022-09-07 15:54:51.098636736,2022-09,2022-09
First Class,Corporate,United States,Lakewood,New Jersey,8701,East,Office Supplies,Paper,37.94,2,0.0,18.2112,0.48,37.94,2022-09-07 20:18:17.032878912,2022-09,2022-09
Second Class,Corporate,United States,Clinton,Maryland,20735,East,Furniture,Chairs,272.97,3,0.0,43.6752,0.16,272.97,2022-09-08 00:41:42.967121088,2022-09,2022-09
First Class,Corporate,United States,Columbus,Ohio,43229,East,Furniture,Furnishings,41.568,4,0.2,-4.1568,-0.1,33.25,2022-09-08 05:05:08.901363264,2022-09,2022-09
First Class,Corporate,United States,Columbus,Ohio,43229,East,Furniture,Chairs,317.058,3,0.3,-86.0586,-0.27,221.94,2022-09-08 09:28:34.835605440,2022-09,2022-09
First Class,Corporate,United States,Columbus,Ohio,43229,East,Office Supplies,Fasteners,8.04,5,0.2,2.9145,0.36,6.43,2022-09-08 13:52:00.769847616,2022-09,2022-09
Standard Class,Consumer,United States,Pasadena,California,91104,West,Technology,Phones,419.944,7,0.2,52.493,0.12,335.96,2022-09-08 18:15:26.704089824,2022-09,2022-09
Standard Class,Corporate,United States,Seattle,Washington,98105,West,Office Supplies,Supplies,61.38,6,0.0,15.9588,0.26,61.38,2022-09-08 22:38:52.638332000,2022-09,2022-09
Second Class,Consumer,United States,Los Angeles,California,90045,West,Technology,Accessories,50.0,2,0.0,10.5,0.21,50.0,2022-09-09 03:02:18.572574176,2022-09,2022-09
Standard Class,Consumer,United States,East Orange,New Jersey,7017,East,Technology,Accessories,31.8,3,0.0,13.674,0.43,31.8,2022-09-09 07:25:44.506816352,2022-09,2022-09
Standard Class,Corporate,United States,Eau Claire,Wisconsin,54703,Central,Office Supplies,Storage,32.56,2,0.0,8.4656,0.26,32.56,2022-09-09 11:49:10.441058528,2022-09,2022-09
Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Office Supplies,Envelopes,7.072,2,0.2,2.3868,0.34,5.66,2022-09-09 16:12:36.375300704,2022-09,2022-09
Second Class,Consumer,United States,Tampa,Florida,33614,South,Office Supplies,Paper,45.528,3,0.2,15.9348,0.35,36.42,2022-09-09 20:36:02.309542912,2022-09,2022-09
Second Class,Consumer,United States,Tampa,Florida,33614,South,Furniture,Chairs,64.784,1,0.2,6.4784,0.1,51.83,2022-09-10 00:59:28.243785088,2022-09,2022-09
Second Class,Consumer,United States,Tampa,Florida,33614,South,Office Supplies,Storage,424.272,2,0.2,-10.6068,-0.02,339.42,2022-09-10 05:22:54.178027264,2022-09,2022-09
Second Class,Consumer,United States,Tampa,Florida,33614,South,Office Supplies,Art,1.344,1,0.2,0.504,0.38,1.08,2022-09-10 09:46:20.112269440,2022-09,2022-09
Second Class,Consumer,United States,Tampa,Florida,33614,South,Office Supplies,Storage,83.92,5,0.2,-1.049,-0.01,67.14,2022-09-10 14:09:46.046511616,2022-09,2022-09
Standard Class,Home Office,United States,New York City,New York,10009,East,Office Supplies,Paper,25.92,4,0.0,12.4416,0.48,25.92,2022-09-10 18:33:11.980753792,2022-09,2022-09
Standard Class,Consumer,United States,Mesa,Arizona,85204,West,Furniture,Furnishings,120.576,8,0.2,33.1584,0.28,96.46,2022-09-10 22:56:37.914996000,2022-09,2022-09
Standard Class,Consumer,United States,Burlington,Vermont,5408,East,Office Supplies,Paper,79.92,4,0.0,37.5624,0.47,79.92,2022-09-11 03:20:03.849238176,2022-09,2022-09
Standard Class,Consumer,United States,Burlington,Vermont,5408,East,Office Supplies,Paper,12.28,1,0.0,5.7716,0.47,12.28,2022-09-11 07:43:29.783480352,2022-09,2022-09
Standard Class,Consumer,United States,Burlington,Vermont,5408,East,Office Supplies,Appliances,542.94,3,0.0,152.0232,0.28,542.94,2022-09-11 12:06:55.717722528,2022-09,2022-09
Standard Class,Consumer,United States,Burlington,Vermont,5408,East,Office Supplies,Envelopes,2.04,1,0.0,0.9588,0.47,2.04,2022-09-11 16:30:21.651964704,2022-09,2022-09
Standard Class,Home Office,United States,Houston,Texas,77070,Central,Office Supplies,Storage,228.92,5,0.2,14.3075,0.06,183.14,2022-09-11 20:53:47.586206880,2022-09,2022-09
First Class,Corporate,United States,Aurora,Illinois,60505,Central,Technology,Phones,7.992,1,0.2,2.5974,0.32,6.39,2022-09-12 01:17:13.520449088,2022-09,2022-09
Same Day,Corporate,United States,Denver,Colorado,80219,West,Furniture,Chairs,582.336,8,0.2,-29.1168,-0.05,465.87,2022-09-12 05:40:39.454691264,2022-09,2022-09
First Class,Consumer,United States,New York City,New York,10011,East,Technology,Phones,629.95,5,0.0,157.4875,0.25,629.95,2022-09-12 10:04:05.388933440,2022-09,2022-09
First Class,Consumer,United States,New York City,New York,10011,East,Furniture,Chairs,631.782,2,0.1,140.396,0.22,568.6,2022-09-12 14:27:31.323175616,2022-09,2022-09
First Class,Consumer,United States,New York City,New York,10011,East,Furniture,Bookcases,801.568,2,0.2,-10.0196,-0.01,641.25,2022-09-12 18:50:57.257417792,2022-09,2022-09
First Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Labels,75.18,6,0.0,35.3346,0.47,75.18,2022-09-12 23:14:23.191659968,2022-09,2022-09
First Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Appliances,30.98,1,0.0,8.0548,0.26,30.98,2022-09-13 03:37:49.125902144,2022-09,2022-09
First Class,Consumer,United States,New York City,New York,10011,East,Technology,Phones,1349.91,9,0.0,661.4559,0.49,1349.91,2022-09-13 08:01:15.060144352,2022-09,2022-09
Standard Class,Consumer,United States,Arlington Heights,Illinois,60004,Central,Office Supplies,Art,14.112,6,0.2,1.2348,0.09,11.29,2022-09-13 12:24:40.994386528,2022-09,2022-09
Standard Class,Consumer,United States,Newport News,Virginia,23602,South,Office Supplies,Envelopes,31.12,4,0.0,14.6264,0.47,31.12,2022-09-13 16:48:06.928628704,2022-09,2022-09
Standard Class,Consumer,United States,Tucson,Arizona,85705,West,Furniture,Furnishings,4.272,2,0.2,0.9612,0.22,3.42,2022-09-13 21:11:32.862870880,2022-09,2022-09
Second Class,Consumer,United States,New York City,New York,10024,East,Furniture,Tables,209.148,2,0.4,-66.2302,-0.32,125.49,2022-09-14 01:34:58.797113056,2022-09,2022-09
Second Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Storage,1591.02,6,0.0,286.3836,0.18,1591.02,2022-09-14 05:58:24.731355232,2022-09,2022-09
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Fasteners,7.92,5,0.2,1.683,0.21,6.34,2022-09-14 10:21:50.665597440,2022-09,2022-09
First Class,Home Office,United States,Chicago,Illinois,60653,Central,Technology,Machines,574.91,2,0.3,156.047,0.27,402.44,2022-09-14 14:45:16.599839616,2022-09,2022-09
First Class,Home Office,United States,Chicago,Illinois,60653,Central,Office Supplies,Paper,8.448,2,0.2,2.64,0.31,6.76,2022-09-14 19:08:42.534081792,2022-09,2022-09
Second Class,Consumer,United States,New York City,New York,10035,East,Technology,Accessories,1071.0,9,0.0,171.36,0.16,1071.0,2022-09-14 23:32:08.468323968,2022-09,2022-09
Second Class,Consumer,United States,New York City,New York,10035,East,Furniture,Furnishings,12.07,1,0.0,3.9831,0.33,12.07,2022-09-15 03:55:34.402566144,2022-09,2022-09
First Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Binders,3.273,1,0.7,-2.5093,-0.77,0.98,2022-09-15 08:19:00.336808320,2022-09,2022-09
First Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Furniture,Furnishings,87.92,5,0.2,15.386,0.18,70.34,2022-09-15 12:42:26.271050528,2022-09,2022-09
Second Class,Corporate,United States,Glendale,Arizona,85301,West,Office Supplies,Storage,104.696,1,0.2,6.5435,0.06,83.76,2022-09-15 17:05:52.205292704,2022-09,2022-09
First Class,Consumer,United States,Los Angeles,California,90036,West,Furniture,Chairs,2803.92,5,0.2,0.0,0.0,2243.14,2022-09-15 21:29:18.139534880,2022-09,2022-09
First Class,Corporate,United States,Houston,Texas,77041,Central,Office Supplies,Binders,6.816,2,0.8,-11.5872,-1.7,1.36,2022-09-16 01:52:44.073777056,2022-09,2022-09
Standard Class,Consumer,United States,Seattle,Washington,98115,West,Technology,Phones,249.584,2,0.2,15.599,0.06,199.67,2022-09-16 06:16:10.008019232,2022-09,2022-09
Standard Class,Consumer,United States,Seattle,Washington,98115,West,Office Supplies,Paper,17.94,3,0.0,8.7906,0.49,17.94,2022-09-16 10:39:35.942261408,2022-09,2022-09
Standard Class,Consumer,United States,Seattle,Washington,98115,West,Furniture,Furnishings,10.11,3,0.0,3.2352,0.32,10.11,2022-09-16 15:03:01.876503616,2022-09,2022-09
Standard Class,Home Office,United States,Fayetteville,North Carolina,28314,South,Office Supplies,Paper,10.368,2,0.2,3.6288,0.35,8.29,2022-09-16 19:26:27.810745792,2022-09,2022-09
Standard Class,Home Office,United States,Fayetteville,North Carolina,28314,South,Office Supplies,Paper,11.952,3,0.2,4.0338,0.34,9.56,2022-09-16 23:49:53.744987968,2022-09,2022-09
Second Class,Corporate,United States,Houston,Texas,77041,Central,Office Supplies,Appliances,15.224,2,0.8,-38.8212,-2.55,3.04,2022-09-17 04:13:19.679230144,2022-09,2022-09
Second Class,Corporate,United States,Houston,Texas,77041,Central,Office Supplies,Appliances,21.984,6,0.8,-56.0592,-2.55,4.4,2022-09-17 08:36:45.613472320,2022-09,2022-09
